"TOA5","T_leaf_PM","CR300","24887","CR300-CELL215.Std.11.00","CPU:Tleaf32x20240429.CR300","41245","Status"
"TIMESTAMP","RECORD","OSVersion","OSDate","OSSignature","SerialNumber","RevBoard","StationName","ProgName","StartTime","RunSignature","ProgSignature","WatchdogErrors","PanelTemp","Battery","LithiumBattery","CompileResults","StartUpCode","ProgErrors","VarOutOfBound","SkippedScan","WiFiUpdateReq","DataStorageSize","DataStorageFree","SerialFlashErrors","MemorySize","MemoryFree","CPUDriveFree","CommsMemFree","FullMemReset","MeasureTime","ProcessTime","MaxProcTime","PortStatus(1)","PortStatus(2)","PortConfig(1)","PortConfig(2)","SW12Volts","PakBusRoutes","CalGainSlow2500","CalGainMed2500","CalGainFast2500","CalGainSlow34","CalGainMed34","CalGainFast34","CalOffset"
"TS","RN","","","","","","","","","","","","DegC","Volts","","","","","","","","bytes","bytes","","bytes","bytes","bytes","","","usec","usec","usec","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-24 19:59:58.094",7,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,26.27909,12.25561,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4372258,4383247,0,0,"Output","Output",0,"106,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-24 20:32:31.371",8,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,23.47359,12.33723,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4368177,4383247,-1,0,"Output","Output",0,"107,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-24 20:59:54.333",9,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,24.67397,12.31189,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4368233,4383247,0,0,"Output","Output",0,"107,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-24 21:31:57.413",10,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,21.8093,12.35087,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4370289,4383247,0,0,"Output","Output",0,"108,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-24 21:59:57.372",11,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,23.44556,12.1679,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4370233,4383247,0,0,"Output","Output",0,"108,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-24 22:31:55.153",12,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,20.73123,12.34405,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4365259,4383247,0,0,"Output","Output",0,"109,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-24 22:59:57.361",13,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,22.62931,12.31067,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4367212,4383247,0,0,"Output","Output",0,"109,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-24 23:31:55.779",14,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,19.59079,12.3248,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4368233,4383247,0,0,"Output","Output",0,"110,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-24 23:59:56.087",15,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,21.25486,12.26682,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4366304,4383247,0,0,"Output","Output",0,"110,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 11:31:54.468",16,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,27.32681,12.327,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4371232,4473136,0,0,"Output","Output",0,"111,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
